0;0;0;0;land;false;unknown;0
1;254;127;213;land;false;mountain;1
2;192;162;200;land;false;plains;1
3;175;180;182;land;false;plains;1
4;128;243;138;land;false;hills;1
5;148;244;215;land;false;plains;1
6;206;230;161;land;false;marsh;1
7;208;229;78;land;false;mountain;1
8;243;148;230;land;false;urban;1
9;131;237;248;land;false;plains;1
10;242;123;138;land;false;marsh;1
11;126;219;254;land;false;mountain;1
12;148;230;187;land;false;hills;1
13;138;200;165;land;false;marsh;1
14;184;212;116;land;false;hills;1
15;185;230;104;land;false;plains;1
16;194;174;192;land;false;hills;1
17;205;196;112;land;false;plains;1
18;240;191;236;land;false;marsh;1
19;87;230;197;land;false;hills;1
20;238;153;112;land;false;marsh;1
21;193;237;182;land;false;marsh;1
22;252;221;208;land;false;forest;1
23;211;224;242;land;false;plains;1
24;178;188;219;land;false;plains;1
25;239;208;249;land;false;mountain;1
26;236;251;40;land;true;marsh;1
27;108;233;253;land;false;forest;1
28;217;219;192;land;true;marsh;1
29;241;244;80;land;false;forest;1
30;206;105;247;land;false;urban;1
31;229;164;244;land;false;hills;1
32;97;223;202;land;false;marsh;1
33;222;202;207;land;false;marsh;1
34;137;225;199;land;true;marsh;1
35;208;235;190;land;false;marsh;1
36;232;161;135;land;false;plains;1
37;221;207;148;land;false;plains;1
38;198;166;150;land;false;forest;1
39;238;192;109;land;false;plains;1
40;231;222;208;land;true;hills;1
41;240;147;192;land;false;mountain;1
42;240;53;228;land;false;hills;1
43;246;214;236;land;true;marsh;1
44;236;44;239;land;false;forest;1
45;238;175;107;land;false;marsh;1
46;88;209;253;land;true;forest;1
47;224;59;253;land;false;hills;1
48;198;231;192;land;true;marsh;1
49;254;154;104;land;false;plains;1
50;238;64;247;land;false;hills;1
51;234;109;208;land;false;hills;1
52;223;241;233;land;false;hills;1
53;249;133;127;land;false;plains;1
54;81;216;228;land;false;hills;1
55;226;96;224;land;false;plains;1
56;241;91;194;land;false;hills;1
57;164;199;220;land;false;hills;1
58;223;148;236;land;false;hills;1
59;204;179;130;land;false;hills;1
60;199;252;210;land;false;mountain;1
61;254;50;247;land;false;hills;1
62;99;222;219;land;false;plains;1
63;245;241;111;land;false;marsh;1
64;174;104;227;land;false;hills;1
65;242;208;227;land;false;plains;1
66;144;129;231;land;true;forest;1
67;242;197;230;land;false;hills;1
68;61;234;208;land;false;forest;1
69;197;192;126;land;true;marsh;1
70;238;190;213;land;false;hills;1
71;230;100;234;land;false;marsh;1
72;215;126;252;land;false;plains;1
73;133;199;172;land;false;mountain;1
74;178;200;151;land;false;marsh;1
75;210;243;177;land;false;marsh;1
76;159;228;224;land;false;plains;1
77;232;87;254;land;true;marsh;1
78;76;217;246;land;false;marsh;1
79;241;157;204;land;false;marsh;1
80;131;132;248;land;false;plains;1
81;249;185;237;land;false;hills;1
82;219;220;153;land;false;marsh;1
83;93;182;238;land;false;hills;1
84;122;251;135;land;false;mountain;1
85;250;152;164;land;false;hills;1
86;224;37;253;land;false;hills;1
87;202;156;148;land;false;plains;1
88;191;184;156;land;false;plains;1
89;136;184;232;land;false;hills;1
90;183;213;197;land;false;forest;1
91;156;245;154;land;false;forest;1
92;137;227;173;land;false;mountain;1
93;226;177;169;land;false;mountain;1
94;184;94;232;land;false;plains;1
95;172;148;206;land;false;hills;1
96;163;208;203;land;false;plains;1
97;226;80;222;land;false;marsh;1
98;124;241;224;land;false;marsh;1
99;187;245;207;land;false;plains;1
100;243;236;205;land;false;mountain;1
101;118;149;242;land;false;hills;1
102;184;230;238;land;false;marsh;1
103;234;225;101;land;true;marsh;1
104;210;111;202;land;false;plains;1
105;138;236;184;land;false;plains;1
106;243;228;226;land;false;marsh;1
107;234;223;174;land;false;hills;1
108;193;166;205;land;false;hills;1
109;243;221;53;land;false;marsh;1
110;251;156;110;land;false;marsh;1
111;234;113;190;land;false;marsh;1
112;170;131;219;land;false;plains;1
113;154;253;187;land;false;marsh;1
114;198;224;190;land;false;hills;1
115;223;99;214;land;false;hills;1
116;252;156;113;land;true;marsh;1
117;94;243;195;land;false;hills;1
118;241;81;200;land;false;marsh;1
119;129;214;181;land;false;hills;1
120;52;249;228;land;false;hills;1
121;198;196;199;land;false;plains;1
122;197;222;118;land;false;hills;1
123;177;236;196;land;true;marsh;1
124;252;204;179;land;false;hills;1
125;230;164;196;land;false;hills;1
126;242;114;174;land;false;mountain;1
127;233;226;216;land;false;hills;1
128;61;253;220;land;false;plains;1
129;94;194;213;land;false;plains;1
130;204;234;74;land;false;plains;1
131;197;239;223;land;false;plains;1
132;248;192;182;land;false;hills;1
133;157;128;244;land;false;plains;1
134;235;117;173;land;false;hills;1
135;168;202;234;land;false;hills;1
136;176;201;190;land;false;hills;1
137;186;197;180;land;false;plains;1
138;252;129;249;land;false;marsh;1
139;251;238;92;land;false;marsh;1
140;211;232;115;land;false;marsh;1
141;251;155;202;land;false;forest;1
142;151;178;224;land;false;marsh;1
143;157;139;221;land;false;forest;1
144;252;113;182;land;true;plains;1
145;214;243;229;land;false;forest;1
146;156;227;231;land;false;plains;1
147;253;231;228;land;false;marsh;1
148;217;171;172;land;false;marsh;1
149;228;69;208;land;false;mountain;1
150;204;165;187;land;false;marsh;1
151;174;135;225;land;false;marsh;1
152;188;155;161;land;false;hills;1
153;212;188;197;land;false;plains;1
154;236;253;55;land;false;hills;1
155;196;247;192;land;false;marsh;1
156;238;205;119;land;false;hills;1
157;158;192;229;land;false;marsh;1
158;224;204;138;land;false;hills;1
159;154;241;120;land;false;hills;1
160;216;66;241;land;false;marsh;1
161;156;185;240;land;false;hills;1
162;179;197;125;land;false;hills;1
163;234;189;93;land;false;hills;1
164;124;249;254;land;false;marsh;1
165;187;248;71;land;false;hills;1
166;181;249;220;land;false;hills;1
167;127;229;186;land;true;marsh;1
168;177;191;210;land;false;hills;1
169;223;220;125;land;false;plains;1
170;124;237;230;land;false;mountain;1
171;199;112;202;land;true;marsh;1
172;105;172;234;land;false;urban;1
173;253;204;90;land;false;marsh;1
174;195;217;184;land;false;marsh;1
175;253;195;190;land;false;forest;1
176;237;151;166;land;false;plains;1
177;200;147;193;land;false;plains;1
178;68;211;226;land;false;marsh;1
179;174;190;248;land;false;marsh;1
180;141;212;223;land;false;plains;1
